zarobki_min,zarobki_max,nazwa,miasto,zdalnie,Unnamed: 0,zarobki
Brak danych,Brak danych,(CTO) Cloud Security Engineer,Kraków,Nie,,
Brak danych,Brak danych,Software Developer (ANDROID),Nie podano,Nie,,
Brak danych,Brak danych,Junior PHP Developer,Nie podano,Tak,,
Brak danych,Brak danych,Praktyki IT w obszarze biznesowym (E-commerce),Nie podano,Tak,,
Brak danych,Brak danych,"Praktyki w obszarze IT (Java, SQL, C++, C#, .NET, PHP)",Nie podano,Tak,,
Brak danych,Brak danych,Full Stack Developer,Warszawa,Nie,,
Brak danych,Brak danych,Architecture Owner,Gdańsk,Tak,,
Brak danych,Brak danych,Site Reliability Engineer,Gdańsk,Tak,,
Brak danych,Brak danych,FullStack Developer (C#/.Net/js/React),Kraków,Tak,,
Brak danych,Brak danych,Backend Java Developer,Nie podano,Nie,,
Brak danych,Brak danych,IT Project Manager (Wholesale IT),Kraków,Nie,,
4800,7850,Junior QA Specialist,Nie podano,Tak,,
Brak danych,Brak danych,Angular Developer,Gdańsk,Tak,,
Brak danych,Brak danych,Technology Consulting Analyst,Warszawa,Tak,,
Brak danych,Brak danych,Technology Consultant,Warszawa,Tak,,
Brak danych,Brak danych,IAM Security Specialist,Nie podano,Tak,,
Brak danych,Brak danych,Junior .NET Developer,Gdańsk,Nie,,
Brak danych,Brak danych,Junior Production Support Engineer (Wealth & Personal Banking IT),Kraków,Nie,,
Brak danych,Brak danych,Expert Software Engineer,Nie podano,Tak,,
Brak danych,Brak danych,(IT CCM) Solution Architect,Kraków,Nie,,
25000,31000,Software Development Engineer - Backend developer with Node.js,Nie podano,Tak,,
Brak danych,Brak danych,Senior Devops Engineer,Wrocław,Tak,,
Brak danych,Brak danych,Regular DevOps Engineer,Wrocław,Tak,,
Brak danych,Brak danych,Senior JavaScript Engineer,Wrocław,Tak,,
Brak danych,Brak danych,Regular JavaScript Engineer,Wrocław,Tak,,
Brak danych,Brak danych,Senior Java Engineer,Wrocław,Tak,,
Brak danych,Brak danych,Regular Java Engineer,Wrocław,Tak,,
Brak danych,Brak danych,Senior QA Automation Engineer,Wrocław,Tak,,
Brak danych,Brak danych,Regular QA Automation Engineer,Wrocław,Tak,,
Brak danych,Brak danych,Inżynier ds. terminali płatniczych,Warszawa,Nie,,
Brak danych,Brak danych,Full Stack Developer (C#/.Net & React),Kraków,Tak,,
Brak danych,Brak danych,Software Developer,Łódź,Nie,,
Brak danych,Brak danych,Devops & DBA Engineer,Kraków,Tak,,
Brak danych,Brak danych,Devops Engineer,Kraków,Tak,,
Brak danych,Brak danych,Software Developer (android),Nie podano,Nie,,
Brak danych,Brak danych,"Software Developer - Java, PostgreSQL",Nie podano,Nie,,
Brak danych,Brak danych,Program Stażowy Magenta Start - Junior Oracle Developer,Warszawa,Nie,,
13800,21000,Senior Front-end Developer,Kraków,Tak,,
10800,16800,React Native Developer,Kraków,Tak,,
14000,19000,Java Developer,Nie podano,Tak,,
Brak danych,Brak danych,R&D Python Test Automation Engineer for Mission Critical Communication,Kraków,Nie,,
Brak danych,Brak danych,R&D Engineer – React/TypeScript Front-end Developer for Mission Critical Communication,Kraków,Nie,,
Brak danych,Brak danych,R&D Front-end QA Specialist for Mission Critical Communication,Kraków,Nie,,
Brak danych,Brak danych,Architekt IT,Nie podano,Tak,,
6000,10000,Programista APS.net  / MS VBA,Warszawa,Tak,,
Brak danych,Brak danych,Software Frontend Developer / React,Kraków,Tak,,
Brak danych,Brak danych,Programista Systemów Decyzyjnych (JAVA),Nie podano,Nie,,
Brak danych,Brak danych,Java Developer,Kraków,Tak,,
Brak danych,Brak danych,Programista Front-end,Wrocław,Tak,,
18000,22000,Senior Fullstack Developer VueJs / .NET,Nie podano,Tak,,
8000,15000,.NET Developer Full Stack,Suchy Las (pow. poznański),Nie,,
23000,29000,.Net Technical Lead,Kraków,Tak,,
26000,33000,Solution Architect (.Net),Kraków,Tak,,
7000,10000,Programista APS.net  / MS VBA,Warszawa,Tak,,
Brak danych,Brak danych,Młodszy Programista .NET,Warszawa,Nie,,
10000,15000,Product Owner,Katowice,Tak,,
Brak danych,Brak danych,Programista Front-end,Wrocław,Tak,,
18000,22000,Senior Fullstack Developer VueJs / .NET,Nie podano,Tak,,
8000,15000,.NET Developer Full Stack,Suchy Las (pow. poznański),Nie,,
23000,29000,.Net Technical Lead,Kraków,Tak,,
26000,33000,Solution Architect (.Net),Kraków,Tak,,
7000,10000,Programista APS.net  / MS VBA,Warszawa,Tak,,
Brak danych,Brak danych,Młodszy Programista .NET,Warszawa,Nie,,
10000,15000,Product Owner,Katowice,Tak,,
Brak danych,Brak danych,Programista Front-end,Wrocław,Tak,,
18000,22000,Senior Fullstack Developer VueJs / .NET,Nie podano,Tak,,
8000,15000,.NET Developer Full Stack,Suchy Las (pow. poznański),Nie,,
23000,29000,.Net Technical Lead,Kraków,Tak,,
26000,33000,Solution Architect (.Net),Kraków,Tak,,
7000,10000,Programista APS.net  / MS VBA,Warszawa,Tak,,
Brak danych,Brak danych,Młodszy Programista .NET,Warszawa,Nie,,
10000,15000,Product Owner,Katowice,Tak,,
Brak danych,Brak danych,Programista Front-end,Wrocław,Tak,,
18000,22000,Senior Fullstack Developer VueJs / .NET,Nie podano,Tak,,
8000,15000,.NET Developer Full Stack,Suchy Las (pow. poznański),Nie,,
23000,29000,.Net Technical Lead,Kraków,Tak,,
26000,33000,Solution Architect (.Net),Kraków,Tak,,
7000,10000,Programista APS.net  / MS VBA,Warszawa,Tak,,
Brak danych,Brak danych,Młodszy Programista .NET,Warszawa,Nie,,
10000,15000,Product Owner,Katowice,Tak,,
Brak danych,Brak danych,Programista Front-end,Wrocław,Tak,,
18000,22000,Senior Fullstack Developer VueJs / .NET,Nie podano,Tak,,
8000,15000,.NET Developer Full Stack,Suchy Las (pow. poznański),Nie,,
23000,29000,.Net Technical Lead,Kraków,Tak,,
26000,33000,Solution Architect (.Net),Kraków,Tak,,
7000,10000,Programista APS.net  / MS VBA,Warszawa,Tak,,
Brak danych,Brak danych,Młodszy Programista .NET,Warszawa,Nie,,
10000,15000,Product Owner,Katowice,Tak,,
Brak danych,Brak danych,Programista Front-end,Wrocław,Tak,,
18000,22000,Senior Fullstack Developer VueJs / .NET,Nie podano,Tak,,
8000,15000,.NET Developer Full Stack,Suchy Las (pow. poznański),Nie,,
23000,29000,.Net Technical Lead,Kraków,Tak,,
26000,33000,Solution Architect (.Net),Kraków,Tak,,
7000,10000,Programista APS.net  / MS VBA,Warszawa,Tak,,
Brak danych,Brak danych,Młodszy Programista .NET,Warszawa,Nie,,
10000,15000,Product Owner,Katowice,Tak,,
Brak danych,Brak danych,Programista Front-end,Wrocław,Tak,,
18000,22000,Senior Fullstack Developer VueJs / .NET,Nie podano,Tak,,
8000,15000,.NET Developer Full Stack,Suchy Las (pow. poznański),Nie,,
23000,29000,.Net Technical Lead,Kraków,Tak,,
26000,33000,Solution Architect (.Net),Kraków,Tak,,
7000,10000,Programista APS.net  / MS VBA,Warszawa,Tak,,
Brak danych,Brak danych,Młodszy Programista .NET,Warszawa,Nie,,
10000,15000,Product Owner,Katowice,Tak,,
Brak danych,Brak danych,Programista Front-end,Wrocław,Tak,,
18000,22000,Senior Fullstack Developer VueJs / .NET,Nie podano,Tak,,
8000,15000,.NET Developer Full Stack,Suchy Las (pow. poznański),Nie,,
23000,29000,.Net Technical Lead,Kraków,Tak,,
26000,33000,Solution Architect (.Net),Kraków,Tak,,
7000,10000,Programista APS.net  / MS VBA,Warszawa,Tak,,
Brak danych,Brak danych,Młodszy Programista .NET,Warszawa,Nie,,
10000,15000,Product Owner,Katowice,Tak,,
Brak danych,Brak danych,Programista Front-end,Wrocław,Tak,,
18000,22000,Senior Fullstack Developer VueJs / .NET,Nie podano,Tak,,
8000,15000,.NET Developer Full Stack,Suchy Las (pow. poznański),Nie,,
23000,29000,.Net Technical Lead,Kraków,Tak,,
26000,33000,Solution Architect (.Net),Kraków,Tak,,
7000,10000,Programista APS.net  / MS VBA,Warszawa,Tak,,
Brak danych,Brak danych,Młodszy Programista .NET,Warszawa,Nie,,
10000,15000,Product Owner,Katowice,Tak,,
Brak danych,Brak danych,Programista Front-end,Wrocław,Tak,,
18000,22000,Senior Fullstack Developer VueJs / .NET,Nie podano,Tak,,
8000,15000,.NET Developer Full Stack,Suchy Las (pow. poznański),Nie,,
23000,29000,.Net Technical Lead,Kraków,Tak,,
26000,33000,Solution Architect (.Net),Kraków,Tak,,
7000,10000,Programista APS.net  / MS VBA,Warszawa,Tak,,
Brak danych,Brak danych,Młodszy Programista .NET,Warszawa,Nie,,
10000,15000,Product Owner,Katowice,Tak,,
Brak danych,Brak danych,Programista Front-end,Wrocław,Tak,,
18000,22000,Senior Fullstack Developer VueJs / .NET,Nie podano,Tak,,
8000,15000,.NET Developer Full Stack,Suchy Las (pow. poznański),Nie,,
23000,29000,.Net Technical Lead,Kraków,Tak,,
26000,33000,Solution Architect (.Net),Kraków,Tak,,
7000,10000,Programista APS.net  / MS VBA,Warszawa,Tak,,
Brak danych,Brak danych,Młodszy Programista .NET,Warszawa,Nie,,
10000,15000,Product Owner,Katowice,Tak,,
Brak danych,Brak danych,Programista Front-end,Wrocław,Tak,,
18000,22000,Senior Fullstack Developer VueJs / .NET,Nie podano,Tak,,
8000,15000,.NET Developer Full Stack,Suchy Las (pow. poznański),Nie,,
23000,29000,.Net Technical Lead,Kraków,Tak,,
26000,33000,Solution Architect (.Net),Kraków,Tak,,
7000,10000,Programista APS.net  / MS VBA,Warszawa,Tak,,
Brak danych,Brak danych,Młodszy Programista .NET,Warszawa,Nie,,
10000,15000,Product Owner,Katowice,Tak,,
Brak danych,Brak danych,Programista Front-end,Wrocław,Tak,,
18000,22000,Senior Fullstack Developer VueJs / .NET,Nie podano,Tak,,
8000,15000,.NET Developer Full Stack,Suchy Las (pow. poznański),Nie,,
23000,29000,.Net Technical Lead,Kraków,Tak,,
26000,33000,Solution Architect (.Net),Kraków,Tak,,
7000,10000,Programista APS.net  / MS VBA,Warszawa,Tak,,
Brak danych,Brak danych,Młodszy Programista .NET,Warszawa,Nie,,
10000,15000,Product Owner,Katowice,Tak,,
Brak danych,Brak danych,Programista Front-end,Wrocław,Tak,,
18000,22000,Senior Fullstack Developer VueJs / .NET,Nie podano,Tak,,
8000,15000,.NET Developer Full Stack,Suchy Las (pow. poznański),Nie,,
23000,29000,.Net Technical Lead,Kraków,Tak,,
26000,33000,Solution Architect (.Net),Kraków,Tak,,
7000,10000,Programista APS.net  / MS VBA,Warszawa,Tak,,
Brak danych,Brak danych,Młodszy Programista .NET,Warszawa,Nie,,
10000,15000,Product Owner,Katowice,Tak,,
Brak danych,Brak danych,Programista Front-end,Wrocław,Tak,,
18000,22000,Senior Fullstack Developer VueJs / .NET,Nie podano,Tak,,
8000,15000,.NET Developer Full Stack,Suchy Las (pow. poznański),Nie,,
23000,29000,.Net Technical Lead,Kraków,Tak,,
26000,33000,Solution Architect (.Net),Kraków,Tak,,
7000,10000,Programista APS.net  / MS VBA,Warszawa,Tak,,
Brak danych,Brak danych,Młodszy Programista .NET,Warszawa,Nie,,
10000,15000,Product Owner,Katowice,Tak,,
Brak danych,Brak danych,Programista Front-end,Wrocław,Tak,,
18000,22000,Senior Fullstack Developer VueJs / .NET,Nie podano,Tak,,
8000,15000,.NET Developer Full Stack,Suchy Las (pow. poznański),Nie,,
23000,29000,.Net Technical Lead,Kraków,Tak,,
26000,33000,Solution Architect (.Net),Kraków,Tak,,
7000,10000,Programista APS.net  / MS VBA,Warszawa,Tak,,
Brak danych,Brak danych,Młodszy Programista .NET,Warszawa,Nie,,
10000,15000,Product Owner,Katowice,Tak,,
Brak danych,Brak danych,Programista Front-end,Wrocław,Tak,,
18000,22000,Senior Fullstack Developer VueJs / .NET,Nie podano,Tak,,
8000,15000,.NET Developer Full Stack,Suchy Las (pow. poznański),Nie,,
23000,29000,.Net Technical Lead,Kraków,Tak,,
26000,33000,Solution Architect (.Net),Kraków,Tak,,
7000,10000,Programista APS.net  / MS VBA,Warszawa,Tak,,
Brak danych,Brak danych,Młodszy Programista .NET,Warszawa,Nie,,
10000,15000,Product Owner,Katowice,Tak,,
Brak danych,Brak danych,Programista Front-end,Wrocław,Tak,,
18000,22000,Senior Fullstack Developer VueJs / .NET,Nie podano,Tak,,
8000,15000,.NET Developer Full Stack,Suchy Las (pow. poznański),Nie,,
23000,29000,.Net Technical Lead,Kraków,Tak,,
26000,33000,Solution Architect (.Net),Kraków,Tak,,
7000,10000,Programista APS.net  / MS VBA,Warszawa,Tak,,
Brak danych,Brak danych,Młodszy Programista .NET,Warszawa,Nie,,
10000,15000,Product Owner,Katowice,Tak,,
Brak danych,Brak danych,Programista Front-end,Wrocław,Tak,,
18000,22000,Senior Fullstack Developer VueJs / .NET,Nie podano,Tak,,
8000,15000,.NET Developer Full Stack,Suchy Las (pow. poznański),Nie,,
23000,29000,.Net Technical Lead,Kraków,Tak,,
26000,33000,Solution Architect (.Net),Kraków,Tak,,
7000,10000,Programista APS.net  / MS VBA,Warszawa,Tak,,
Brak danych,Brak danych,Młodszy Programista .NET,Warszawa,Nie,,
10000,15000,Product Owner,Katowice,Tak,,
Brak danych,Brak danych,Programista Front-end,Wrocław,Tak,,
18000,22000,Senior Fullstack Developer VueJs / .NET,Nie podano,Tak,,
8000,15000,.NET Developer Full Stack,Suchy Las (pow. poznański),Nie,,
23000,29000,.Net Technical Lead,Kraków,Tak,,
26000,33000,Solution Architect (.Net),Kraków,Tak,,
7000,10000,Programista APS.net  / MS VBA,Warszawa,Tak,,
10000,15000,Product Owner,Katowice,Tak,,
Brak danych,Brak danych,Programista Front-end,Wrocław,Tak,,
18000,22000,Senior Fullstack Developer VueJs / .NET,Nie podano,Tak,,
8000,15000,.NET Developer Full Stack,Suchy Las (pow. poznański),Nie,,
23000,29000,.Net Technical Lead,Kraków,Tak,,
26000,33000,Solution Architect (.Net),Kraków,Tak,,
7000,10000,Programista APS.net  / MS VBA,Warszawa,Tak,,
10000,15000,Product Owner,Katowice,Tak,,
Brak danych,Brak danych,Programista Front-end,Wrocław,Tak,,
18000,22000,Senior Fullstack Developer VueJs / .NET,Nie podano,Tak,,
8000,15000,.NET Developer Full Stack,Suchy Las (pow. poznański),Nie,,
23000,29000,.Net Technical Lead,Kraków,Tak,,
26000,33000,Solution Architect (.Net),Kraków,Tak,,
7000,10000,Programista APS.net  / MS VBA,Warszawa,Tak,,
Brak danych,Brak danych,DevOps Engineer,Kraków,Nie,,
Brak danych,Brak danych,Senior Java developer,Kraków,Tak,,
Brak danych,Brak danych,Senior QA Automation Engineer,Wrocław,Tak,,
Brak danych,Brak danych,Backend Software Engineer,Kraków,Tak,,
20000,25000,Senior Java Developer,Wrocław,Tak,,
Brak danych,Brak danych,Senior Full Stack Developer and Data Engineer,Nie podano,Tak,,
Brak danych,Brak danych,Junior DWH Data Engineer (get the DWH skill),Nie podano,Tak,,
Brak danych,Brak danych,Junior GCP Data Engineer/Google Academy,Nie podano,Tak,,
Brak danych,Brak danych,Analityk danych,Wrocław,Nie,,
Brak danych,Brak danych,Starszy Analityk Systemowy,Wrocław,Tak,,
Brak danych,Brak danych,Kierownik Zespołu Wsparcia Technicznego Produktu,Nie podano,Nie,,
Brak danych,Brak danych,Senior .NET Developer,Warszawa,Nie,,
Brak danych,Brak danych,Java Software Developer,Nie podano,Tak,,
Brak danych,Brak danych,Data Engineer/ Programista ETL,Wrocław,Tak,,
Brak danych,Brak danych,Quantitative Analyst (GFOC),Kraków,Nie,,
9000,18000,Remote PHP Developer,Nie podano,Tak,,
Brak danych,Brak danych,Internship in Technology Strategy & Advisory Practice (CN),Nie podano,Tak,,
Brak danych,Brak danych,Internship in TS&A: Technology Strategy (CN),Nie podano,Tak,,
Brak danych,Brak danych,Junior PL/SQL Developer (banking sector),Nie podano,Tak,,
20160,28560,Machine Learning Engineer (EU Candidates),Nie podano,Tak,,
Brak danych,Brak danych,Machine Learning Engineer (EU Candidates),Nie podano,Tak,,
20160,28560,Machine Learning Engineer (EU Candidates),Nie podano,Tak,,
Brak danych,Brak danych,Analityk Biznesowo-Systemowy,Nie podano,Tak,,
Brak danych,Brak danych,Analityk/czka Biznesowy/a (Business Assurance),Warszawa,Nie,,
Brak danych,Brak danych,"Support Team Leader (Incident, Problem, Change Mgmt)",Kraków,Nie,,
Brak danych,Brak danych,Płatny Staż Programistyczny ABAP,Wrocław,Nie,,
Brak danych,Brak danych,Administrator Systemów Informatycznych - Utrzymanie aplikacji w obszarze integracji,Nie podano,Tak,,
12000,20000,Senior Data Engineer,Nie podano,Tak,,
Brak danych,Brak danych,IT Internship Java,Kraków,Nie,,
Brak danych,Brak danych,Automation Analyst,Katowice,Tak,,
Brak danych,Brak danych,Ekspert ds. web analytics,Poznań,Nie,,
Brak danych,Brak danych,Java Developer,Warszawa,Nie,,
Brak danych,Brak danych,Tester Automatyzujący,Warszawa,Nie,,
Brak danych,Brak danych,Data Analyst (m/f/d),Nie podano,Tak,,
Brak danych,Brak danych,Data Analyst,Kraków,Nie,,
14000,19500,Senior Java Software Engineer - Signing Bonus Eligible,Nie podano,Tak,,
10000,14000,Java Software Engineer II - Signing Bonus Eligible,Nie podano,Tak,,
Brak danych,Brak danych,Administrator baz danych SQL - praca zdalna,Ostrów Mazowiecka,Tak,,
Brak danych,Brak danych,Programista Hurtowni Danych,Warszawa,Nie,,
Brak danych,Brak danych,.NET Developer,Nie podano,Tak,,
10000,29400,FullStack Java Developer,Nie podano,Tak,,
Brak danych,Brak danych,Guidewire Developer,Nie podano,Tak,,
Brak danych,Brak danych,Business Analyst (Requirement Engineer),Gdańsk,Nie,,
Brak danych,Brak danych,Intern Pricing,Wrocław,Nie,,
Brak danych,Brak danych,Big Data Senior Analyst,Kraków,Nie,,
Brak danych,Brak danych,Praktyki – zespół Advanced Automated Tools,Katowice,Nie,,
9590,17850,PHP Developer,Nie podano,Tak,,
Brak danych,Brak danych,Analityk systemowy,Nie podano,Tak,,
Brak danych,Brak danych,Alpha Data Operations Senior Specialist – Officer,Nie podano,Nie,,
6000,10000,Mid Backend Developer - PHP,Nie podano,Tak,,
Brak danych,Brak danych,Python Developer - Data Mining,Nie podano,Tak,,
Brak danych,Brak danych,ETL Developer,Warszawa,Nie,,
Brak danych,Brak danych,Intelligent Automation and Data Analytics - Associate,Warszawa,Nie,,
Brak danych,Brak danych,Automation Developer – Senior Associate,Warszawa,Nie,,
Brak danych,Brak danych,Downstream Business Intelligence Analyst/Consultant (CN),Nie podano,Tak,,
9000,15000,IT Specialist – Specjalista ds. Wdrożeń,Wrocław,Nie,,
Brak danych,Brak danych,Junior/Standard Tableau Developer,Gdańsk,Nie,,
Brak danych,Brak danych,"Business Software Analyst, Officer",Kraków,Tak,,
Brak danych,Brak danych,"Senior Business Analyst,Officer",Kraków,Tak,,
Brak danych,Brak danych,Test Automation Engineer,Kraków,Nie,,
Brak danych,Brak danych,Senior AVP - Compliance Analytics,Kraków,Nie,,
Brak danych,Brak danych,Manager - Compliance Analytics,Kraków,Nie,,
Brak danych,Brak danych,Lead AVP - Compliance Analytics,Kraków,Nie,,
Brak danych,Brak danych,Data Scientist (Financial Crime Prevention),Warszawa,Nie,,
Brak danych,Brak danych,Tester,Wrocław,Tak,,
Brak danych,Brak danych,Data Specialist,Nie podano,Nie,,
Brak danych,Brak danych,Senior Engineering Specialist – File Transmissions (ITID ES),Kraków,Tak,,
Brak danych,Brak danych,Specjalista w obszarze Analizy Danych,Katowice,Nie,,
Brak danych,Brak danych,IT Operations Engineer,Kraków,Nie,,
Brak danych,Brak danych,IT Operations Engineer,Warszawa,Nie,,
Brak danych,Brak danych,Młodszy Specjalista ds. Monitorowania Systemów IT,Wrocław,Nie,,
Brak danych,Brak danych,RPA Developer,Nie podano,Nie,,
Brak danych,Brak danych,.NET Developer,Nie podano,Tak,,
Brak danych,Brak danych,BI Consultant,Nie podano,Tak,,
Brak danych,Brak danych,Stażysta - Młodszy Konsultant oprogramowania do zarządzania produkcją,Kraków,Tak,,
8000,14000,Programista PHP,Nie podano,Nie,,
5000,13000,Programista .NET,Łódź,Nie,,
Brak danych,Brak danych,Specjalista/Specjalistka ds. Analiz Biznesowych,Warszawa,Nie,,
